# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
9087	Catuquina		approach	t a β a + k a	taβa_ka-	1 7 3 7 9 1 7	AXBZ_AX	TABA_KA	5	5.T.C 5.A.V 5.B.C 5.A.V 5._._ 5.K.C 5.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	taβa+ka	0	109 108	- - - t a β a + - - - - - - k a -	89
9208	Tsimane		approach	tʃʰ ẽ i ʔ j a i h + h e j e	ćhéi’yaij jeyeyaqui	1 7 7 1 6 7 7 3 9 3 7 6 7	AXYBCYYN_AXBZ	TEIHJAIH_HEJE	20	20.T.C 20.E.V 20.I.V 20.H.C 20.J.C 20.A.V 20.I.V 20.H.c 20._._ 20.H.C 20.E.V 20.J.C 20.E.V	2.0 1.5 1.3 1.75 1.5 1.3 1.3 0.8 0.0 2.0 1.5 1.75 0.8	tʃʰẽiʔjaih+heje	0	112 109	tʃʰ ẽ i ʔ j a i h + - - h - e j e	94
10177	Araona		approach	kʷ a e t i k i	cuaetiqui	1 7 7 1 7 1 7	AXYBYBZ	KAETIKI	2	2.K.C 2.A.V 2.E.V 2.T.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	kʷaetiki	0	108	- kʷ a e t i k i -	86
#
168	EseEjja		arm	a a	e-aa	7 7	XZ	AA	9	9.A.V 9.A.V	1.5 0.8	aa	0	133	- a - - a	109
698	HuarayoEseEjja		arm	j a a	yaa	6 7 7	AXZ	JAA	10	10.J.C 10.A.V 10.A.V	2.0 1.5 0.8	jaa	0	133	j a - - a	110
1108	Cashibo		arm	p ɨ ɲ ã	pɨ'ɲã	1 7 4 7	AXBZ	PINA	4	4.P.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	pɨɲã	0	131	- p - - ɨ ɲ - ã -	101
1556	Catuquina		arm	p õ j ã	põyã	1 7 6 7	AXBZ	PUJA	5	5.P.C 5.U.V 5.J.C 5.A.V	2.0 1.5 1.75 0.8	põjã	0	131	- p - - õ - j ã -	101
2070	ShipiboConibo		arm	p o + j ã	po-yã	1 7 9 6 7	AX_AX	PU_JA	18	18.P.C 18.U.V 18._._ 18.J.C 18.A.V	2.0 1.5 0.0 2.0 1.5	po+jã	0	131 133	- p - - o - - - - + - - - j ã	117
2720	Yaminahua		arm	p õ + j a	põ-ya	1 7 9 6 7	AX_AX	PU_JA	21	21.P.C 21.U.V 21._._ 21.J.C 21.A.V	2.0 1.5 0.0 2.0 1.5	põ+ja	0	131 133	- p - - õ - - - - + - - - j a	117
3523	Amahuaca		arm	p ó/o n j a n	pónyan	1 7 4 6 7 4	AXBCYN	PUNJAN	1	1.P.C 1.U.V 1.N.C 1.J.C 1.A.V 1.N.c	2.0 1.5 1.75 1.5 1.3 0.8	pó/onjan	0	131	- p - - ó/o n j a n	101
3524	Amahuaca		arm	p ó/o ʂ t ɯ	póxtuu	1 7 3 1 7	AXMBZ	PUSTI	1	1.P.C 1.U.V 1.S.c 1.T.C 1.I.V	2.0 1.5 1.1 1.75 0.8	pó/oʂtɯ	0	131	- p - - ó/o ʂ t ɯ -	120
3998	Capanahua		arm	p o j a n	poyan	1 7 6 7 4	AXBYN	PUJAN	3	3.P.C 3.U.V 3.J.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 0.8	pojan	0	131	- p - - o - j a n	101
3999	Capanahua		arm	p ɨ ʂ o + ʂ a o	pexo xao	1 7 3 7 9 3 7 7	AXBZ_AXZ	PISU_SAU	3	3.P.C 3.I.V 3.S.C 3.U.V 3._._ 3.S.C 3.A.V 3.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	pɨʂo+ʂao	0	131 133	- p - - ɨ ʂ - o - + ʂ a - - o	121
4000	Capanahua		arm	β a ʂ	bax	3 7 3	AXN	BAS	3	3.B.C 3.A.V 3.S.c	2.0 1.5 0.8	βaʂ	0	131	- β - - a - - - ʂ	107
4273	Moseten		arm	ɨ ɲ j a	œɲ'ya	7 4 6 7	XBCZ	INJA	15	15.I.V 15.N.C 15.J.C 15.A.V	1.5 1.75 1.5 0.8	ɨɲja	0	133	- ɨ ɲ j a	114
4274	Movima		arm	ɓ o s a + kʷ a	ɓosa-kʷa	1 7 3 7 9 1 7	AXBZ_AX	PUSA_KA	16	16.P.C 16.U.V 16.S.C 16.A.V 16._._ 16.K.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ɓosa+kʷa	0	131 132	- ɓ - - o s - a - + kʷ a - -	115
5221	Matses		arm	p o d o	podo	1 7 1 7	AXBZ	PUTU	14	14.P.C 14.U.V 14.T.C 14.U.V	2.0 1.5 1.75 0.8	podo	0	131	- p - - o - d o -	113
5706	Sharanahua		arm	p o j a n	poyan	1 7 6 7 4	AXBYN	PUJAN	17	17.P.C 17.U.V 17.J.C 17.A.V 17.N.c	2.0 1.5 1.75 1.3 0.8	pojan	0	131	- p - - o - j a n	101
6279	Kakataibo		arm	p ɨ ɲ a n	pëñan	1 7 4 7 4	AXBYN	PINAN	12	12.P.C 12.I.V 12.N.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 0.8	pɨɲan	0	131	- p - - ɨ ɲ - a n	101
6787	Isconahua		arm	p o n j a n	ponyan	1 7 4 6 7 4	AXBCYN	PUNJAN	11	11.P.C 11.U.V 11.N.C 11.J.C 11.A.V 11.N.c	2.0 1.5 1.75 1.5 1.3 0.8	ponjan	0	131	- p - - o n j a n	101
7727	Chipaya		arm	qʰ a r a	qhara	1 7 5 7	AXBZ	KARA	8	8.K.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	qʰara	0	132	qʰ a r a	108
8211	Cavinena		arm	b i	-bi	1 7	AX	PI	6	6.P.C 6.I.V	2.0 1.5	bi	0	131	- b - - i - - - -	106
8776	Tacana		arm	e + b a i	e-bai	7 9 1 7 7	X_AXZ	E_PAI	19	19.E.V 19._._ 19.P.C 19.A.V 19.I.V	1.5 0.0 2.0 1.5 0.8	e+bai	0	134 131	e + - b - - a - - i -	118
9668	Chacobo		arm	β a	ba-	3 7	AX	BA	7	7.B.C 7.A.V	2.0 1.5	βa	0	131	- β - - a - - - -	107
9669	Chacobo		arm	β a m i s k o	bamisco	3 7 4 7 3 1 7	AXBYMBZ	BAMISKU	7	7.B.C 7.A.V 7.M.C 7.I.V 7.S.c 7.K.C 7.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	βamisko	0	131	- β a m i s k o -	122
10213	Araona		arm	e b a i	ebai	7 1 7 7	XBYZ	EPAI	2	2.E.V 2.P.C 2.A.V 2.I.V	1.5 1.75 1.3 0.8	ebai	0	131	e b - - a - - i -	102
#
169	EseEjja		armpit	e n a kʷ i ʃ i	enakʷiši	7 4 7 1 7 3 7	XBYBYBZ	ENAKISI	9	9.E.V 9.N.C 9.A.V 9.K.C 9.I.V 9.S.C 9.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	enakʷiʃi	0	161	e n - a kʷ - i ʃ i	124
1557	Catuquina		armpit	p i tʃ k i	pički	1 7 1 1 7	AXMBZ	PITKI	5	5.P.C 5.I.V 5.T.c 5.K.C 5.I.V	2.0 1.5 1.1 1.75 0.8	pitʃki	0	160	p i - - tʃ k i - -	123
2071	ShipiboConibo		armpit	β a ʂ k a	βaṣ̌ka	3 7 3 1 7	AXMBZ	BASKA	18	18.B.C 18.A.V 18.S.c 18.K.C 18.A.V	2.0 1.5 1.1 1.75 0.8	βaʂka	0	160	β a - - ʂ k a - -	136
2072	ShipiboConibo		armpit	β a	βa-	3 7	AX	BA	18	18.B.C 18.A.V	2.0 1.5	βa	0	160	β a - - - - - - -	136
2721	Yaminahua		armpit	p o + tʃ o	po-čo	1 7 9 1 7	AX_AX	PU_TU	21	21.P.C 21.U.V 21._._ 21.T.C 21.U.V	2.0 1.5 0.0 2.0 1.5	po+tʃo	0	160 163	p o - - - - - - - + tʃ o - -	138
3570	Amahuaca		armpit	p í/i ʃ k a n	píshcan	1 7 3 1 7 4	AXMBYN	PISKAN	1	1.P.C 1.I.V 1.S.c 1.K.C 1.A.V 1.N.c	2.0 1.5 1.1 1.75 1.3 0.8	pí/iʃkan	0	160	p í/i - - ʃ k a n -	123
3977	Capanahua		armpit	p i ʃ	pishquin	1 7 3	AXN	PIS	3	3.P.C 3.I.V 3.S.c	2.0 1.5 0.8	piʃ	0	160	p i - - - ʃ - - -	123
4275	Moseten		armpit	ts a k a ʔ	c̷a'kaʔ	2 7 1 7 1	AXBYN	CAKAH	15	15.C.C 15.A.V 15.K.C 15.A.V 15.H.c	2.0 1.5 1.75 1.3 0.8	tsakaʔ	0	161	- - ts a k - a ʔ -	133
4276	Movima		armpit	tʃ o w i + kʷ a	čowi-kʷa	1 7 6 7 9 1 7	AXBZ_AX	TUWI_KA	16	16.T.C 16.U.V 16.W.C 16.I.V 16._._ 16.K.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	tʃowi+kʷa	0	163 161	tʃ o w i + - - - - kʷ - a - -	134
5222	Matses		armpit	p o d o + a m b u a d k i d	podo ambuadquid	1 7 1 7 9 7 4 1 7 7 1 1 7 1	AXBZ_XMBYYMBYN	PUTU_AMPYATKIT	14	14.P.C 14.U.V 14.T.C 14.U.V 14._._ 14.A.V 14.M.c 14.P.C 14.Y.V 14.A.V 14.T.c 14.K.C 14.I.V 14.T.c	2.0 1.5 1.75 0.8 0.0 1.5 1.1 1.75 1.3 1.3 1.1 1.75 1.3 0.8	podo+ambuadkid	0	160 162	p o - - d - o - - + a m b u a d k i d	132
5223	Matses		armpit	p o d o + a n a	podo ana	1 7 1 7 9 7 4 7	AXBZ_XBZ	PUTU_ANA	14	14.P.C 14.U.V 14.T.C 14.U.V 14._._ 14.A.V 14.N.C 14.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	podo+ana	0	160 161	p o - - d - o - - + - - - - - - a n a	132
5707	Sharanahua		armpit	p o tʃ o	pocho	1 7 1 7	AXBZ	PUTU	17	17.P.C 17.U.V 17.T.C 17.U.V	2.0 1.5 1.75 0.8	potʃo	0	160	p o - - tʃ - o - -	135
6280	Kakataibo		armpit	p ɨ ʂ a n + k i n i	pëxan kini	1 7 3 7 4 9 1 7 4 7	AXBYN_AXBZ	PISAN_KINI	12	12.P.C 12.I.V 12.S.C 12.A.V 12.N.c 12._._ 12.K.C 12.I.V 12.N.C 12.I.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	pɨʂan+kini	0	160 161	p ɨ - - ʂ - a n - + - - - - k - i n i	131
7407	Chipaya		armpit	ɬ a k z	ljakz	5 7 1 3	AXBC	LAKS	8	8.L.C 8.A.V 8.K.C 8.S.C	2.0 1.5 1.75 1.5	ɬakz	0	161	- - ɬ a k - - z -	129
8387	Cavinena		armpit	i n j u k w i h a	inyukwija	7 4 6 7 1 6 7 3 7	XBCYBCYBZ	INJYKWIHA	6	6.I.V 6.N.C 6.J.C 6.Y.V 6.K.C 6.W.C 6.I.V 6.H.C 6.A.V	1.5 1.75 1.5 1.3 1.75 1.5 1.3 1.75 0.8	injukwiha	0	161	i n j u k w i h a	127
9567	Tsimane		armpit	ts a k a ʔ	tsaca’	2 7 1 7 1	AXBYN	CAKAH	20	20.C.C 20.A.V 20.K.C 20.A.V 20.H.c	2.0 1.5 1.75 1.3 0.8	tsakaʔ	0	161	- - ts a k - a ʔ -	133
9962	Chacobo		armpit	p i ʃ k i n i	pishquini	1 7 3 1 7 4 7	AXMBYBZ	PISKINI	7	7.P.C 7.I.V 7.S.c 7.K.C 7.I.V 7.N.C 7.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	piʃkini	0	160	p i - - ʃ k i n i	123
9963	Chacobo		armpit	β a ts i s t o	batsisto	3 7 2 7 3 1 7	AXBYMBZ	BACISTU	7	7.B.C 7.A.V 7.C.C 7.I.V 7.S.c 7.T.C 7.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	βatsisto	0	160	β a ts i s t o - -	139
10360	Araona		armpit	n o kʷ i z i	nócuizi	4 7 1 7 3 7	AXBYBZ	NUKISI	2	2.N.C 2.U.V 2.K.C 2.I.V 2.S.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokʷizi	0	161	- n - o kʷ - i z i	124
#
362	EseEjja		arrive	p o	poe-	1 7	AX	PU	9	9.P.C 9.U.V	2.0 1.5	po	1	189	p o	146
363	EseEjja		arrive	j e k a	yeka-	6 7 1 7	AXBZ	JEKA	9	9.J.C 9.E.V 9.K.C 9.A.V	2.0 1.5 1.75 0.8	jeka	0	185	j e k - - a	158
1275	Cashibo		arrive	β ɨ β a + t i	βɨβa-ti	3 7 3 7 9 1 7	AXBZ_AX	BIBA_TI	4	4.B.C 4.I.V 4.B.C 4.A.V 4._._ 4.T.C 4.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	βɨβa+ti	0	186 187	β ɨ β - - - a - + - t i - - -	142
1729	Catuquina		arrive	n o k o + t	noko-t-	4 7 1 7 9 1	AXBZ_A	NUKU_T	5	5.N.C 5.U.V 5.K.C 5.U.V 5._._ 5.T.C	2.0 1.5 1.75 0.8 0.0 2.0	noko+t	0	185 187	n o k - - o + - t - - - -	140
2297	ShipiboConibo		arrive	n o k o + t i	noko-ti	4 7 1 7 9 1 7	AXBZ_AX	NUKU_TI	18	18.N.C 18.U.V 18.K.C 18.U.V 18._._ 18.T.C 18.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	noko+ti	0	185 187	n o k - - o + - t i - - -	140
2298	ShipiboConibo		arrive	i n ã + t i	inã-ti	7 4 7 9 1 7	XBZ_AX	INA_TI	18	18.I.V 18.N.C 18.A.V 18._._ 18.T.C 18.I.V	1.5 1.75 0.8 0.0 2.0 1.5	inã+ti	0	185 187	- i n - - ã + - t i - - -	159
2915	Yaminahua		arrive	n o k o + k ĩ	noko-kĩ	4 7 1 7 9 1 7	AXBZ_AX	NUKU_KI	21	21.N.C 21.U.V 21.K.C 21.U.V 21._._ 21.K.C 21.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	noko+kĩ	0	185 188	n o k - - o + k ĩ - -	140
3412	Amahuaca		arrive	n ó/o k o	nócoohí	4 7 1 7	AXBZ	NUKU	1	1.N.C 1.U.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	nó/oko	0	185	n ó/o k - - o	140
3918	Capanahua		arrive	n o k o t i	nocoti	4 7 1 7 1 7	AXBYBZ	NUKUTI	3	3.N.C 3.U.V 3.K.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokoti	0	185	n o k o t i	140
4893	Moseten		arrive	w e n tʃ u i	'wen'čui	6 7 4 1 7 7	AXMBYZ	WENTYI	15	15.W.C 15.E.V 15.N.c 15.T.C 15.Y.V 15.I.V	2.0 1.5 1.1 1.75 1.3 0.8	wentʃui	0	186	w e n - tʃ u i -	151
4894	Movima		arrive	h o ʔ + j a h	hoʔ-yah	3 7 1 9 6 7 3	AXN_AXN	HUH_JAH	16	16.H.C 16.U.V 16.H.c 16._._ 16.J.C 16.A.V 16.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hoʔ+jah	0	186 188	h o ʔ - - - - - + j a h -	152
5667	Matses		arrive	tʃ i n u n	chinun	1 7 4 7 4	AXBYN	TINYN	14	14.T.C 14.I.V 14.N.C 14.Y.V 14.N.c	2.0 1.5 1.75 1.3 0.8	tʃinun	0	187	- tʃ i n u n	150
5708	Sharanahua		arrive	n o k o i	nocoi	4 7 1 7 7	AXBYZ	NUKUI	17	17.N.C 17.U.V 17.K.C 17.U.V 17.I.V	2.0 1.5 1.75 1.3 0.8	nokoi	0	185	n o k o - i	140
6281	Kakataibo		arrive	β̞ ɨ β̞ a t i	bëbati	3 7 3 7 1 7	AXBYBZ	BIBATI	12	12.B.C 12.I.V 12.B.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	β̞ɨβ̞ati	0	186	β̞ ɨ β̞ a t - i -	142
6788	Isconahua		arrive	n o k o	noko	4 7 1 7	AXBZ	NUKU	11	11.N.C 11.U.V 11.K.C 11.U.V	2.0 1.5 1.75 0.8	noko	0	185	n o k - - o	140
7581	Chipaya		arrive	i r a + n t i	ira-nti-z	7 5 7 9 4 1 7	XBZ_ACZ	IRA_NTI	8	8.I.V 8.R.C 8.A.V 8._._ 8.N.C 8.T.C 8.I.V	1.5 1.75 0.8 0.0 2.0 1.5 0.8	ira+nti	0	185 187	- i r - - a + n t i - - -	145
8740	Tacana		arrive	kʷ i n a	cuina	1 7 4 7	AXBZ	KINA	19	19.K.C 19.I.V 19.N.C 19.A.V	2.0 1.5 1.75 0.8	kʷina	1	188	kʷ i n a	155
9623	Tsimane		arrive	ʋ e n h o i h	venjoij	6 7 4 3 7 7 3	AXMBYYN	WENHUIH	20	20.W.C 20.E.V 20.N.c 20.H.C 20.U.V 20.I.V 20.H.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	ʋenhoih	0	186	ʋ e n - h o i h	151
9726	Chacobo		arrive	k a ʔ ɨ	cahëhaina	1 7 1 7	AXBZ	KAHI	7	7.K.C 7.A.V 7.H.C 7.I.V	2.0 1.5 1.75 0.8	kaʔɨ	0	188	k a ʔ ɨ	144
10527	Kaxarari		arrive	h u	hu-	3 7	AX	HY	13	13.H.C 13.Y.V	2.0 1.5	hu	0	186	h u - - - - - -	149
#
573	EseEjja		arrow	e m e h e	emehe	7 4 7 3 7	XBYBZ	EMEHE	9	9.E.V 9.M.C 9.E.V 9.H.C 9.E.V	1.5 1.75 1.3 1.75 0.8	emehe	0	215	e - m e - h e	167
979	HuarayoEseEjja		arrow	e + m e s e	e-mese	7 9 4 7 3 7	X_AXBZ	E_MESE	10	10.E.V 10._._ 10.M.C 10.E.V 10.S.C 10.E.V	1.5 0.0 2.0 1.5 1.75 0.8	e+mese	0	216 215	e + - - m e - s e	168
1417	Cashibo		arrow	p i a	pia	1 7 7	AXZ	PIA	4	4.P.C 4.I.V 4.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
1891	Catuquina		arrow	p i a	pia	1 7 7	AXZ	PIA	5	5.P.C 5.I.V 5.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
2576	ShipiboConibo		arrow	p i a	pia	1 7 7	AXZ	PIA	18	18.P.C 18.I.V 18.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
3114	Yaminahua		arrow	p i a	pia	1 7 7	AXZ	PIA	21	21.P.C 21.I.V 21.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
3278	Amahuaca		arrow	p i j á/a	piyá	1 7 6 7	AXBZ	PIJA	1	1.P.C 1.I.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	pijá/a	0	213	p i j á/a	160
4098	Capanahua		arrow	t a w a	tahua	1 7 6 7	AXBZ	TAWA	3	3.T.C 3.A.V 3.W.C 3.A.V	2.0 1.5 1.75 0.8	tawa	0	214	t a w a	162
4099	Capanahua		arrow	w ɨ ʂ a	huexa	6 7 3 7	AXBZ	WISA	3	3.W.C 3.I.V 3.S.C 3.A.V	2.0 1.5 1.75 0.8	wɨʂa	0	215	- - w ɨ - ʂ a	180
4277	Moseten		arrow	i h m e ʔ	ih'meʔ	7 3 4 7 1	XBCYN	IHMEH	15	15.I.V 15.H.C 15.M.C 15.E.V 15.H.c	1.5 1.75 1.5 1.3 0.8	ihmeʔ	0	215	i h m e - ʔ -	173
4278	Movima		arrow	h u ɬ + p a	huɬ-pa	3 7 5 9 1 7	AXN_AX	HYL_PA	16	16.H.C 16.Y.V 16.L.c 16._._ 16.P.C 16.A.V	2.0 1.5 0.8 0.0 2.0 1.5	huɬ+pa	0	218 213	h u ɬ + p a - -	174
5224	Matses		arrow	p i a	pia	1 7 7	AXZ	PIA	14	14.P.C 14.I.V 14.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
5709	Sharanahua		arrow	k a β i t i	cafiti	1 7 3 7 1 7	AXBYBZ	KABITI	17	17.K.C 17.A.V 17.B.C 17.I.V 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kaβiti	0	217	k a β i t i	169
5710	Sharanahua		arrow	p i a	pia	1 7 7	AXZ	PIA	17	17.P.C 17.I.V 17.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
6282	Kakataibo		arrow	p i a	pia	1 7 7	AXZ	PIA	12	12.P.C 12.I.V 12.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
6789	Isconahua		arrow	k a β i t i	kabiti	1 7 3 7 1 7	AXBYBZ	KABITI	11	11.K.C 11.A.V 11.B.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kaβiti	0	217	k a β i t i	169
6790	Isconahua		arrow	k o a	koa	1 7 7	AXZ	KUA	11	11.K.C 11.U.V 11.A.V	2.0 1.5 0.8	koa	1	217	k o - - - a	181
8566	Cavinena		arrow	p i j a	piya	1 7 6 7	AXBZ	PIJA	6	6.P.C 6.I.V 6.J.C 6.A.V	2.0 1.5 1.75 0.8	pija	0	213	p i j a	161
8975	Tacana		arrow	p i s a	pisa	1 7 3 7	AXBZ	PISA	19	19.P.C 19.I.V 19.S.C 19.A.V	2.0 1.5 1.75 0.8	pisa	0	213	p i s a	177
9243	Tsimane		arrow	k o m o r a	comora	1 7 4 7 5 7	AXBYBZ	KUMURA	20	20.K.C 20.U.V 20.M.C 20.U.V 20.R.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	komora	0	217	k o m o r a	178
9244	Tsimane		arrow	j a h s i	yajsi	6 7 3 3 7	AXMBZ	JAHSI	20	20.J.C 20.A.V 20.H.c 20.S.C 20.I.V	2.0 1.5 1.1 1.75 0.8	jahsi	0	215	- - j a h s i	183
9958	Chacobo		arrow	p i a	pia	1 7 7	AXZ	PIA	7	7.P.C 7.I.V 7.A.V	2.0 1.5 0.8	pia	0	213	p i - a	160
10371	Araona		arrow	p i a	pia	1 7 7	AXZ	PIA	2	2.P.C 2.I.V 2.A.V	2.0 1.5 0.8	pia	0	213	p i - a	161
10449	Kaxarari		arrow	p i j a	piˈja	1 7 6 7	AXBZ	PIJA	13	13.P.C 13.I.V 13.J.C 13.A.V	2.0 1.5 1.75 0.8	pija	0	213	p i j a	160
#
36	EseEjja		ash	kʷ a k i + m a x o	kʷaki-maxo	1 7 1 7 9 4 7 3 7	AXBZ_AXBZ	KAKI_MAGU	9	9.K.C 9.A.V 9.K.C 9.I.V 9._._ 9.M.C 9.A.V 9.G.C 9.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kʷaki+maxo	0	243 240	kʷ a k i + - - - - m a x - o - -	192
37	EseEjja		ash	kʷ a k i + p o w i	kʷaki-powi	1 7 1 7 9 1 7 6 7	AXBZ_AXBZ	KAKI_PUWI	9	9.K.C 9.A.V 9.K.C 9.I.V 9._._ 9.P.C 9.U.V 9.W.C 9.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kʷaki+powi	0	243 242	kʷ a k i + p o w i	192
604	HuarayoEseEjja		ash	p o w i	powi	1 7 6 7	AXBZ	PUWI	10	10.P.C 10.U.V 10.W.C 10.I.V	2.0 1.5 1.75 0.8	powi	0	242	p o w i	193
1013	Cashibo		ash	tʃ i + m a p o	či-mapo	1 7 9 4 7 1 7	AX_AXBZ	TI_MAPU	4	4.T.C 4.I.V 4._._ 4.M.C 4.A.V 4.P.C 4.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	tʃi+mapo	0	241 240	- tʃ i - - - - - - + - - - - m a - p o - -	187
1452	Catuquina		ash	ʂ i ʔ i + m a p o	ṣ̌iʔi mapo	3 7 1 7 9 4 7 1 7	AXBZ_AXBZ	SIHI_MAPU	5	5.S.C 5.I.V 5.H.C 5.I.V 5._._ 5.M.C 5.A.V 5.P.C 5.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ʂiʔi+mapo	0	242 240	ʂ i ʔ i + - - - - m a - p o - -	187
1941	ShipiboConibo		ash	tʃ i i + m a p o	čii-mapo	1 7 7 9 4 7 1 7	AXZ_AXBZ	TII_MAPU	18	18.T.C 18.I.V 18.I.V 18._._ 18.M.C 18.A.V 18.P.C 18.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	tʃii+mapo	0	241 240	- tʃ i - i - - - - + - - - - m a - p o - -	187
2611	Yaminahua		ash	tʃ i i + m a p o	čii mapo	1 7 7 9 4 7 1 7	AXZ_AXBZ	TII_MAPU	21	21.T.C 21.I.V 21.I.V 21._._ 21.M.C 21.A.V 21.P.C 21.U.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	tʃii+mapo	0	241 240	- tʃ i - i - - - - + - - - - m a - p o - -	187
3201	Amahuaca		ash	tʃ í/i h i m a p ó/o	chíhimapó	1 7 3 7 4 7 1 7	AXBYBYBZ	TIHIMAPU	1	1.T.C 1.I.V 1.H.C 1.I.V 1.M.C 1.A.V 1.P.C 1.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tʃí/ihimapó/o	0	240	tʃ í/i h i m a - p ó/o - -	184
3698	Capanahua		ash	tʃ i ʔ i + m a p o	chihi mapo	1 7 1 7 9 4 7 1 7	AXBZ_AXBZ	TIHI_MAPU	3	3.T.C 3.I.V 3.H.C 3.I.V 3._._ 3.M.C 3.A.V 3.P.C 3.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	tʃiʔi+mapo	0	241 240	- tʃ i ʔ i - - - - + - - - - m a - p o - -	187
4279	Moseten		ash	tʃ i m	čim	1 7 4	AXN	TIM	15	15.T.C 15.I.V 15.M.c	2.0 1.5 0.8	tʃim	0	241	- tʃ i - - m - - -	198
4280	Movima		ash	β e ʔ e + β u s	βeʔe-βus	3 7 1 7 9 3 7 3	AXBZ_AXN	BEHE_BYS	16	16.B.C 16.E.V 16.H.C 16.E.V 16._._ 16.B.C 16.Y.V 16.S.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	βeʔe+βus	0	242 244	β e ʔ e + β u s	199
5225	Matses		ash	i s i s a p u k	isisapuc	7 3 7 3 7 1 7 1	XBYBYBYN	ISISAPYK	14	14.I.V 14.S.C 14.I.V 14.S.C 14.A.V 14.P.C 14.Y.V 14.K.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	isisapuk	0	240	- i s i s a - p u k -	197
5711	Sharanahua		ash	m a p o	mapo	4 7 1 7	AXBZ	MAPU	17	17.M.C 17.A.V 17.P.C 17.U.V	2.0 1.5 1.75 0.8	mapo	1	240	- - - - m a - p o - -	184
6283	Kakataibo		ash	tʃ i m a p ɯ	chimapu	1 7 4 7 1 7	AXBYBZ	TIMAPI	12	12.T.C 12.I.V 12.M.C 12.A.V 12.P.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃimapɯ	0	240	tʃ i - - m a - p ɯ - -	184
6791	Isconahua		ash	m a p o	mapo	4 7 1 7	AXBZ	MAPU	11	11.M.C 11.A.V 11.P.C 11.U.V	2.0 1.5 1.75 0.8	mapo	0	240	- - - - m a - p o - -	184
7739	Chipaya		ash	qʰ u p	qhup	1 7 1	AXN	KYP	8	8.K.C 8.Y.V 8.P.c	2.0 1.5 0.8	qʰup	1	243	qʰ u p -	191
