# Wordlist

# DATA
ID	DOCULECT	CONCEPT	SEGMENTS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID
2155	EseEjja	arm	e aa	e-aa	7 7	XZ	EA	13	13.E.V 13.A.V	1.5 0.8	eaa	0	88
2702	HuarayoEseEjja	arm	yaa	yaa	7	X	Y	14	14.Y.V	1.5	yaa	0	89
3153	Tacana	arm	e b ai	e-bai	7 1 7	XBZ	EPA	39	39.E.V 39.P.C 39.A.V	1.5 1.75 0.8	ebai	0	86
3749	Cashibo	arm	p ɨ 'ɲ ã	pɨ'ɲã	1 7 4 7	AXBZ	PINA	6	6.P.C 6.I.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	pɨ'ɲã	0	85
4216	Catuquina	arm	p õyã	põyã	1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	põyã	0	85
4712	Chacobo	arm	p o ya m ɨ	po-ya-mɨ	1 7 7 4 7	AXYBZ	PUYMI	9	9.P.C 9.U.V 9.Y.V 9.M.C 9.I.V	2.0 1.5 1.3 1.75 0.8	poyamɨ	0	85
5189	Pacavara	arm	p o 'ya n a	po'yana	1 7 7 4 7	AXYBZ	PUYNA	29	29.P.C 29.U.V 29.Y.V 29.N.C 29.A.V	2.0 1.5 1.3 1.75 0.8	po'yana	0	85
5409	ShipiboConibo	arm	p o yã	po-yã	1 7 7	AXZ	PUY	38	38.P.C 38.U.V 38.Y.V	2.0 1.5 0.8	poyã	0	85
6078	Yaminahua	arm	p õ ya	põ-ya	1 7 7	AXZ	PUY	41	41.P.C 41.U.V 41.Y.V	2.0 1.5 0.8	põya	0	85
6884	Amahuaca	arm	p ó n ya n	pónyan	1 7 4 7 4	AXBYN	PUNYN	1	1.P.C 1.U.V 1.N.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 0.8	pónyan	0	85
7345	Capanahua	arm	p oya n	poyan	1 7 4	AXN	PUN	5	5.P.C 5.U.V 5.N.c	2.0 1.5 0.8	poyan	0	85
7688	Matis	arm	p o d o	podo	1 7 1 7	AXBZ	PUTU	20	20.P.C 20.U.V 20.T.C 20.U.V	2.0 1.5 1.75 0.8	podo	0	90
7783	Chipaya	arm	ḳ x̣ a r _ w i čˀ u	ḳx̣ar_wičˀu	1 3 7 5 9 6 7 2 7	ACXN_AXBZ	KGAR_WICY	10	10.K.C 10.G.C 10.A.V 10.R.c 10._._ 10.W.C 10.I.V 10.C.C 10.Y.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.75 0.8	ḳx̣ar_wičˀu	0	87
7784	Moseten	arm	œ ɲ 'ya	œɲ'ya	7 4 7	XBZ	UNY	26	26.U.V 26.N.C 26.Y.V	1.5 1.75 0.8	œɲ'ya	0	91
7785	Movima	arm	ɓ o s a kʷ a	ɓosa-kʷa	1 7 3 7 1 7	AXBYBZ	PUSAKA	27	27.P.C 27.U.V 27.S.C 27.A.V 27.K.C 27.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓosakʷa	0	92
9408	Poyanawa	arm	p uyã	puyã	1 7	AX	PY	31	31.P.C 31.Y.V	2.0 1.5	puyã	0	85
9480	Tutxiunaua	arm	m a n ç a n	mançan	4 7 4 3 7 4	AXMBYN	MANSAN	40	40.M.C 40.A.V 40.N.c 40.S.C 40.A.V 40.N.c	2.0 1.5 1.1 1.75 1.3 0.8	mançan	0	93
9572	Nucuyni	arm	p uia m	puiam	1 7 4	AXN	PYM	28	28.P.C 28.Y.V 28.M.c	2.0 1.5 0.8	puiam	0	85
9628	Maropa	arm	e m b aí	em-baí	7 4 1 7	XMBZ	EMPA	19	19.E.V 19.M.c 19.P.C 19.A.V	1.5 1.1 1.75 0.8	embaí	0	86
9747	Matses	arm	p o d o	podo	1 7 1 7	AXBZ	PUTU	21	21.P.C 21.U.V 21.T.C 21.U.V	2.0 1.5 1.75 0.8	podo	1	90
10262	Sharanahua	arm	p oya n	poyan	1 7 4	AXN	PUN	37	37.P.C 37.U.V 37.N.c	2.0 1.5 0.8	poyan	0	85
10863	Kakataibo	arm	p ë ñ a n	pëñan	1 7 4 7 4	AXBYN	PENAN	17	17.P.C 17.E.V 17.N.C 17.A.V 17.N.c	2.0 1.5 1.75 1.3 0.8	pëñan	0	85
11392	Isconahua	arm	p o n ya n	ponyan	1 7 4 7 4	AXBYN	PUNYN	15	15.P.C 15.U.V 15.N.C 15.Y.V 15.N.c	2.0 1.5 1.75 1.3 0.8	ponyan	0	85
#
1027	Araona	armpit	n o kʷ i z i	nokʷizi	4 7 1 7 3 7	AXBYBZ	NUKISI	2	2.N.C 2.U.V 2.K.C 2.I.V 2.S.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokʷizi	0	95
1623	Cavinena	armpit	i ɲ o kʷ i h a	iɲokʷiha	7 4 7 1 7 3 7	XBYBYBZ	INUKIHA	8	8.I.V 8.N.C 8.U.V 8.K.C 8.I.V 8.H.C 8.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	iɲokʷiha	0	95
2156	EseEjja	armpit	e n a kʷ i š i	enakʷiši	7 4 7 1 7 3 7	XBYBYBZ	ENAKISI	13	13.E.V 13.N.C 13.A.V 13.K.C 13.I.V 13.S.C 13.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	enakʷiši	0	95
3154	Tacana	armpit	e n o k i ď̶ i	enokiď̶i	7 4 7 1 7 0 7	XBYBYBZ	ENUKI0I	39	39.E.V 39.N.C 39.U.V 39.K.C 39.I.V 39.0.C 39.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	enokiď̶i	0	95
4217	Catuquina	armpit	p i č k i	pički	1 7 2 1 7	AXMBZ	PICKI	7	7.P.C 7.I.V 7.C.c 7.K.C 7.I.V	2.0 1.5 1.1 1.75 0.8	pički	0	94
4713	Chacobo	armpit	p i š k i n i	piškini	1 7 3 1 7 4 7	AXMBYBZ	PISKINI	9	9.P.C 9.I.V 9.S.c 9.K.C 9.I.V 9.N.C 9.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	piškini	0	94
5410	ShipiboConibo	armpit	β a ṣ̌ k a	βaṣ̌ka	3 7 3 1 7	AXMBZ	BASKA	38	38.B.C 38.A.V 38.S.c 38.K.C 38.A.V	2.0 1.5 1.1 1.75 0.8	βaṣ̌ka	0	101
5411	ShipiboConibo	armpit	β a	βa-	3 7	AX	BA	38	38.B.C 38.A.V	2.0 1.5	βa	0	101
6079	Yaminahua	armpit	p o č o	po-čo	1 7 2 7	AXBZ	PUCU	41	41.P.C 41.U.V 41.C.C 41.U.V	2.0 1.5 1.75 0.8	počo	0	100
6925	Amahuaca	armpit	p í s h c a n	píshcan	1 7 3 3 1 7 4	AXLMBYN	PISHCAN	1	1.P.C 1.I.V 1.S.c 1.H.c 1.C.C 1.A.V 1.N.c	2.0 1.5 1.1 1.1 1.75 1.3 0.8	píshcan	0	94
7330	Capanahua	armpit	p i s h q ui n	pishquin	1 7 3 3 1 7 4	AXLMBYN	PISHKYN	5	5.P.C 5.I.V 5.S.c 5.H.c 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.1 1.1 1.75 1.3 0.8	pishquin	0	94
7786	Moseten	armpit	c̷ a 'k a ʔ	c̷a'kaʔ	1 7 1 7 1	AXBYN	CAKAH	26	26.C.C 26.A.V 26.K.C 26.A.V 26.H.c	2.0 1.5 1.75 1.3 0.8	c̷a'kaʔ	0	98
7787	Movima	armpit	č o w i kʷ a	čowi-kʷa	2 7 6 7 1 7	AXBYBZ	CUWIKA	27	27.C.C 27.U.V 27.W.C 27.I.V 27.K.C 27.A.V	2.0 1.5 1.75 1.3 1.75 0.8	čowikʷa	0	99
9573	Nucuyni	armpit	p i n c h a m	pincham	1 7 4 1 3 7 4	AXMBCYN	PINCHAM	28	28.P.C 28.I.V 28.N.c 28.C.C 28.H.C 28.A.V 28.M.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	pincham	0	94
9748	Matses	armpit	p o d o _ a m b ua d q ui d	podo_ambuadquid	1 7 1 7 9 7 4 1 7 1 1 7 1	AXBZ_XMBYMBYN	PUTU_AMPYTKYT	21	21.P.C 21.U.V 21.T.C 21.U.V 21._._ 21.A.V 21.M.c 21.P.C 21.Y.V 21.T.c 21.K.C 21.Y.V 21.T.c	2.0 1.5 1.75 0.8 0.0 1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	podo_ambuadquid	0	97
9749	Matses	armpit	p o d o _ a n a	podo_ana	1 7 1 7 9 7 4 7	AXBZ_XBZ	PUTU_ANA	21	21.P.C 21.U.V 21.T.C 21.U.V 21._._ 21.A.V 21.N.C 21.A.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	podo_ana	0	97
10263	Sharanahua	armpit	p o c h o	pocho	1 7 1 3 7	AXBCZ	PUCHU	37	37.P.C 37.U.V 37.C.C 37.H.C 37.U.V	2.0 1.5 1.75 1.5 0.8	pocho	0	100
10864	Kakataibo	armpit	p ë x a n _ k i n i	pëxan_kini	1 7 3 7 4 9 1 7 4 7	AXBYN_AXBZ	PEGAN_KINI	17	17.P.C 17.E.V 17.G.C 17.A.V 17.N.c 17._._ 17.K.C 17.I.V 17.N.C 17.I.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 0.8	pëxan_kini	0	96
#
362	MayorunaJandiatuba	arrive	s a d o é n	sa-doén	3 7 1 7 7 4	AXBYYN	SATUEN	25	25.S.C 25.A.V 25.T.C 25.U.V 25.E.V 25.N.c	2.0 1.5 1.75 1.3 1.3 0.8	sadoén	0	110
1235	Araona	arrive	kʷ ai ɲ a t i	kʷaiɲati	1 7 4 7 1 7	AXBYBZ	KANATI	2	2.K.C 2.A.V 2.N.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kʷaiɲati	0	103
1799	Cavinena	arrive	h o n a ya	hona-ya	3 7 4 7 7	AXBYZ	HUNAY	8	8.H.C 8.U.V 8.N.C 8.A.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	honaya	0	105
2357	EseEjja	arrive	p oe	poe-	1 7	AX	PU	13	13.P.C 13.U.V	2.0 1.5	poe	0	108
2358	EseEjja	arrive	ye k a	yeka-	7 1 7	XBZ	YKA	13	13.Y.V 13.K.C 13.A.V	1.5 1.75 0.8	yeka	0	113
3373	Tacana	arrive	kʷ i n a	kʷina-	1 7 4 7	AXBZ	KINA	39	39.K.C 39.I.V 39.N.C 39.A.V	2.0 1.5 1.75 0.8	kʷina	0	103
3926	Cashibo	arrive	β ɨ β a t i	βɨβa-ti	3 7 3 7 1 7	AXBYBZ	BIBATI	6	6.B.C 6.I.V 6.B.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	βɨβati	0	104
4395	Catuquina	arrive	n o k o t	noko-t-	4 7 1 7 1	AXBYN	NUKUT	7	7.N.C 7.U.V 7.K.C 7.U.V 7.T.c	2.0 1.5 1.75 1.3 0.8	nokot	0	102
4919	Chacobo	arrive	k a ʔ ɨ	kaʔɨ-	1 7 1 7	AXBZ	KAHI	9	9.K.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	kaʔɨ	0	106
5643	ShipiboConibo	arrive	n o k o t i	noko-ti	4 7 1 7 1 7	AXBYBZ	NUKUTI	38	38.N.C 38.U.V 38.K.C 38.U.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokoti	0	102
5644	ShipiboConibo	arrive	i n ã t i	inã-ti	7 4 7 1 7	XBYBZ	INATI	38	38.I.V 38.N.C 38.A.V 38.T.C 38.I.V	1.5 1.75 1.3 1.75 0.8	inãti	0	104
6282	Yaminahua	arrive	n o k o k ĩ	noko-kĩ	4 7 1 7 1 7	AXBYBZ	NUKUKI	41	41.N.C 41.U.V 41.K.C 41.U.V 41.K.C 41.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokokĩ	0	102
6776	Amahuaca	arrive	n ó c oo h í	nócoohí	4 7 1 7 3 7	AXBYBZ	NUCUHI	1	1.N.C 1.U.V 1.C.C 1.U.V 1.H.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nócoohí	0	102
7278	Capanahua	arrive	n o c o t i	nocoti	4 7 1 7 1 7	AXBYBZ	NUCUTI	5	5.N.C 5.U.V 5.C.C 5.U.V 5.T.C 5.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nocoti	0	102
7739	Matis	arrive	t ʃ i n u k u n	tʃinukun	1 3 7 4 7 1 7 4	ACXBYBYN	TSINYKYN	20	20.T.C 20.S.C 20.I.V 20.N.C 20.Y.V 20.K.C 20.Y.V 20.N.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	tʃinukun	0	109
8809	Chipaya	arrive	i r a n t i š	irantiš	7 5 7 4 1 7 3	XBYMBYN	IRANTIS	10	10.I.V 10.R.C 10.A.V 10.N.c 10.T.C 10.I.V 10.S.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	irantiš	0	107
8810	Moseten	arrive	'w e n 'č ui	'wen'čui	6 7 4 2 7	AXMBZ	WENCY	26	26.W.C 26.E.V 26.N.c 26.C.C 26.Y.V	2.0 1.5 1.1 1.75 0.8	'wen'čui	0	111
8811	Movima	arrive	h o ʔ ya h	hoʔ-yah	3 7 1 7 3	AXBYN	HUHYH	27	27.H.C 27.U.V 27.H.C 27.Y.V 27.H.c	2.0 1.5 1.75 1.3 0.8	hoʔyah	0	112
10218	Matses	arrive	c h i n u n	chinun	1 3 7 4 7 4	ACXBYN	CHINYN	21	21.C.C 21.H.C 21.I.V 21.N.C 21.Y.V 21.N.c	2.0 1.5 1.5 1.75 1.3 0.8	chinun	0	109
10264	Sharanahua	arrive	n o c oi	nocoi	4 7 1 7	AXBZ	NUCU	37	37.N.C 37.U.V 37.C.C 37.U.V	2.0 1.5 1.75 0.8	nocoi	0	102
10865	Kakataibo	arrive	b ë b a t i	bëbati	1 7 1 7 1 7	AXBYBZ	PEPATI	17	17.P.C 17.E.V 17.P.C 17.A.V 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bëbati	0	104
11393	Isconahua	arrive	n o k o	noko	4 7 1 7	AXBZ	NUKU	15	15.N.C 15.U.V 15.K.C 15.U.V	2.0 1.5 1.75 0.8	noko	0	102
#
106	MayorunaDomestica	arrow	t a w a	tawa	1 7 6 7	AXBZ	TAWA	23	23.T.C 23.A.V 23.W.C 23.A.V	2.0 1.5 1.75 0.8	tawa	0	115
207	JaunAvo	arrow	p ü a	püa	1 7 7	AXZ	PYA	16	16.P.C 16.Y.V 16.A.V	2.0 1.5 0.8	püa	0	114
344	Panos	arrow	a r s h i	arshi	7 5 3 3 7	XLMBZ	ARSHI	30	30.A.V 30.R.c 30.S.c 30.H.C 30.I.V	1.5 1.1 1.1 1.75 0.8	arshi	0	120
609	RemoBlanco	arrow	t aua	taua	1 7	AX	TA	32	32.T.C 32.A.V	2.0 1.5	taua	0	122
610	RemoBlanco	arrow	p i h a	piha	1 7 3 7	AXBZ	PIHA	32	32.P.C 32.I.V 32.H.C 32.A.V	2.0 1.5 1.75 0.8	piha	0	114
778	Reyesano	arrow	p i v a	piva	1 7 3 7	AXBZ	PIBA	34	34.P.C 34.I.V 34.B.C 34.A.V	2.0 1.5 1.75 0.8	piva	0	114
835	MayorunaFera	arrow	t a h ua	tahua	1 7 3 7	AXBZ	TAHY	24	24.T.C 24.A.V 24.H.C 24.Y.V	2.0 1.5 1.75 0.8	tahua	0	115
1479	Araona	arrow	p ia	pia	1 7	AX	PI	2	2.P.C 2.I.V	2.0 1.5	pia	0	114
1480	Araona	arrow	p i š a	piša	1 7 3 7	AXBZ	PISA	2	2.P.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	piša	0	114
1975	Cavinena	arrow	p iya	piya	1 7	AX	PI	8	8.P.C 8.I.V	2.0 1.5	piya	0	114
2570	EseEjja	arrow	e m e h e	emehe	7 4 7 3 7	XBYBZ	EMEHE	13	13.E.V 13.M.C 13.E.V 13.H.C 13.E.V	1.5 1.75 1.3 1.75 0.8	emehe	0	116
2991	HuarayoEseEjja	arrow	e m e s e	e-mese	7 4 7 3 7	XBYBZ	EMESE	14	14.E.V 14.M.C 14.E.V 14.S.C 14.E.V	1.5 1.75 1.3 1.75 0.8	emese	0	116
3602	Tacana	arrow	p i s a	pisa	1 7 3 7	AXBZ	PISA	39	39.P.C 39.I.V 39.S.C 39.A.V	2.0 1.5 1.75 0.8	pisa	0	114
4068	Cashibo	arrow	p ia	pia	1 7	AX	PI	6	6.P.C 6.I.V	2.0 1.5	pia	0	114
4559	Catuquina	arrow	p ia	pia	1 7	AX	PI	7	7.P.C 7.I.V	2.0 1.5	pia	0	114
5132	Chacobo	arrow	p ia	pia	1 7	AX	PI	9	9.P.C 9.I.V	2.0 1.5	pia	0	114
5925	ShipiboConibo	arrow	p ia	pia	1 7	AX	PI	38	38.P.C 38.I.V	2.0 1.5	pia	0	114
6485	Yaminahua	arrow	p ia	pia	1 7	AX	PI	41	41.P.C 41.I.V	2.0 1.5	pia	0	114
6648	Amahuaca	arrow	p iyá	piyá	1 7	AX	PI	1	1.P.C 1.I.V	2.0 1.5	piyá	0	114
7422	Capanahua	arrow	t a h ua	tahua	1 7 3 7	AXBZ	TAHY	5	5.T.C 5.A.V 5.H.C 5.Y.V	2.0 1.5 1.75 0.8	tahua	0	115
7715	Matis	arrow	t a w a	tawa	1 7 6 7	AXBZ	TAWA	20	20.T.C 20.A.V 20.W.C 20.A.V	2.0 1.5 1.75 0.8	tawa	0	115
7788	Moseten	arrow	i h 'm e ʔ	ih'meʔ	7 3 4 7 1	XBCYN	IHMEH	26	26.I.V 26.H.C 26.M.C 26.E.V 26.H.c	1.5 1.75 1.5 1.3 0.8	ih'meʔ	0	118
7789	Movima	arrow	h u ɬ p a	huɬ-pa	3 7 5 1 7	AXMBZ	HYLPA	27	27.H.C 27.Y.V 27.L.c 27.P.C 27.A.V	2.0 1.5 1.1 1.75 0.8	huɬpa	0	119
9399	Poyanawa	arrow	m ĩ m ã	mĩmã	4 7 4 7	AXBZ	MIMA	31	31.M.C 31.I.V 31.M.C 31.A.V	2.0 1.5 1.75 0.8	mĩmã	0	121
9543	Tutxiunaua	arrow	p ia	pia	1 7	AX	PI	40	40.P.C 40.I.V	2.0 1.5	pia	0	114
9645	Maropa	arrow	p i z á	pi-zá	1 7 3 7	AXBZ	PISA	19	19.P.C 19.I.V 19.S.C 19.A.V	2.0 1.5 1.75 0.8	pizá	0	114
9750	Matses	arrow	p ia	pia	1 7	AX	PI	21	21.P.C 21.I.V	2.0 1.5	pia	0	114
10265	Sharanahua	arrow	c a f i t i	cafiti	1 7 3 7 1 7	AXBYBZ	CABITI	37	37.C.C 37.A.V 37.B.C 37.I.V 37.T.C 37.I.V	2.0 1.5 1.75 1.3 1.75 0.8	cafiti	0	117
10266	Sharanahua	arrow	p ia	pia	1 7	AX	PI	37	37.P.C 37.I.V	2.0 1.5	pia	0	114
10866	Kakataibo	arrow	p ia	pia	1 7	AX	PI	17	17.P.C 17.I.V	2.0 1.5	pia	0	114
11394	Isconahua	arrow	k a b i t i	kabiti	1 7 1 7 1 7	AXBYBZ	KAPITI	15	15.K.C 15.A.V 15.P.C 15.I.V 15.T.C 15.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kabiti	0	117
11395	Isconahua	arrow	k oa	koa	1 7	AX	KU	15	15.K.C 15.U.V	2.0 1.5	koa	0	123
#
796	Reyesano	ash	t i m o	timo	1 7 4 7	AXBZ	TIMU	34	34.T.C 34.I.V 34.M.C 34.U.V	2.0 1.5 1.75 0.8	timo	0	125
905	Araona	ash	t i m o	timo	1 7 4 7	AXBZ	TIMU	2	2.T.C 2.I.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	timo	0	125
1518	Cavinena	ash	m o r o	moro	4 7 5 7	AXBZ	MURU	8	8.M.C 8.U.V 8.R.C 8.U.V	2.0 1.5 1.75 0.8	moro	0	127
2017	EseEjja	ash	kʷ a k i m a x o	kʷaki-maxo	1 7 1 7 4 7 3 7	AXBYBYBZ	KAKIMAGU	13	13.K.C 13.A.V 13.K.C 13.I.V 13.M.C 13.A.V 13.G.C 13.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kʷakimaxo	0	129
2018	EseEjja	ash	kʷ a k i p o w i	kʷaki-powi	1 7 1 7 1 7 6 7	AXBYBYBZ	KAKIPUWI	13	13.K.C 13.A.V 13.K.C 13.I.V 13.P.C 13.U.V 13.W.C 13.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kʷakipowi	0	130
2601	HuarayoEseEjja	ash	p o w i	powi	1 7 6 7	AXBZ	PUWI	14	14.P.C 14.U.V 14.W.C 14.I.V	2.0 1.5 1.75 0.8	powi	0	130
3025	Tacana	ash	e t i m o	e-timo	7 1 7 4 7	XBYBZ	ETIMU	39	39.E.V 39.T.C 39.I.V 39.M.C 39.U.V	1.5 1.75 1.3 1.75 0.8	etimo	0	125
3644	Cashibo	ash	č i m a p o	či-mapo	2 7 4 7 1 7	AXBYBZ	CIMAPU	6	6.C.C 6.I.V 6.M.C 6.A.V 6.P.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	čimapo	0	124
4104	Catuquina	ash	ṣ̌ i ʔ i _ m a p o	ṣ̌iʔi_mapo	3 7 1 7 9 4 7 1 7	AXBZ_AXBZ	SIHI_MAPU	7	7.S.C 7.I.V 7.H.C 7.I.V 7._._ 7.M.C 7.A.V 7.P.C 7.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	ṣ̌iʔi_mapo	0	126
4596	Chacobo	ash	č i ʔ i m i š p o	čiʔi-mišpo	2 7 1 7 4 7 3 1 7	AXBYBYMBZ	CIHIMISPU	9	9.C.C 9.I.V 9.H.C 9.I.V 9.M.C 9.I.V 9.S.c 9.P.C 9.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	čiʔimišpo	0	124
5152	Pacavara	ash	'm i š p o	'mišpo	4 7 3 1 7	AXMBZ	MISPU	29	29.M.C 29.I.V 29.S.c 29.P.C 29.U.V	2.0 1.5 1.1 1.75 0.8	'mišpo	0	124
5271	ShipiboConibo	ash	č ii m a p o	čii-mapo	2 7 4 7 1 7	AXBYBZ	CIMAPU	38	38.C.C 38.I.V 38.M.C 38.A.V 38.P.C 38.U.V	2.0 1.5 1.75 1.3 1.75 0.8	čiimapo	0	124
5961	Yaminahua	ash	č ii _ m a p o	čii_mapo	2 7 9 4 7 1 7	AX_AXBZ	CI_MAPU	41	41.C.C 41.I.V 41._._ 41.M.C 41.A.V 41.P.C 41.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	čii_mapo	0	126
6574	Amahuaca	ash	c h í h i m a p ó	chíhimapó	1 3 7 3 7 4 7 1 7	ACXBYBYBZ	CHIHIMAPU	1	1.C.C 1.H.C 1.I.V 1.H.C 1.I.V 1.M.C 1.A.V 1.P.C 1.U.V	2.0 1.5 1.5 1.75 1.3 1.75 1.3 1.75 0.8	chíhimapó	0	124
7077	Capanahua	ash	c h i h i _ m a p o	chihi_mapo	1 3 7 3 7 9 4 7 1 7	ACXBZ_AXBZ	CHIHI_MAPU	5	5.C.C 5.H.C 5.I.V 5.H.C 5.I.V 5._._ 5.M.C 5.A.V 5.P.C 5.U.V	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	chihi_mapo	0	126
7790	Chipaya	ash	ḳʰ u p	ḳʰup	1 7 1	AXN	KYP	10	10.K.C 10.Y.V 10.P.c	2.0 1.5 0.8	ḳʰup	0	128
7791	Moseten	ash	č i m	čim	2 7 4	AXN	CIM	26	26.C.C 26.I.V 26.M.c	2.0 1.5 0.8	čim	0	132
7792	Movima	ash	β e ʔ e β u s	βeʔe-βus	3 7 1 7 3 7 3	AXBYBYN	BEHEBYS	27	27.B.C 27.E.V 27.H.C 27.E.V 27.B.C 27.Y.V 27.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	βeʔeβus	0	133
9751	Matses	ash	i s i s a p u c	isisapuc	7 3 7 3 7 1 7 1	XBYBYBYN	ISISAPYC	21	21.I.V 21.S.C 21.I.V 21.S.C 21.A.V 21.P.C 21.Y.V 21.C.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	isisapuc	0	131
10267	Sharanahua	ash	m a p o	mapo	4 7 1 7	AXBZ	MAPU	37	37.M.C 37.A.V 37.P.C 37.U.V	2.0 1.5 1.75 0.8	mapo	1	124
10867	Kakataibo	ash	c h i m a p u	chimapu	1 3 7 4 7 1 7	ACXBYBZ	CHIMAPY	17	17.C.C 17.H.C 17.I.V 17.M.C 17.A.V 17.P.C 17.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	chimapu	0	124
11396	Isconahua	ash	m a p o	mapo	4 7 1 7	AXBZ	MAPU	15	15.M.C 15.A.V 15.P.C 15.U.V	2.0 1.5 1.75 0.8	mapo	0	124
#
1462	Araona	ask (inquire)	b i kʷ ae b a h a	bi-kʷae-baha	1 7 1 7 1 7 3 7	AXBYBYBZ	PIKAPAHA	2	2.P.C 2.I.V 2.K.C 2.A.V 2.P.C 2.A.V 2.H.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	bikʷaebaha	0	134
1962	Cavinena	ask (inquire)	b a k a t i ya	baka-ti-ya	1 7 1 7 1 7 7	AXBYBYZ	PAKATIY	8	8.P.C 8.A.V 8.K.C 8.A.V 8.T.C 8.I.V 8.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	bakatiya	1	136
2556	EseEjja	ask (inquire)	w o w ia x a k a	wowiaxa-ka-	6 7 6 7 3 7 1 7	AXBYBYBZ	WUWIGAKA	13	13.W.C 13.U.V 13.W.C 13.I.V 13.G.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wowiaxaka	0	138
3586	Tacana	ask (inquire)	k i s a b a	kisa-ba-	1 7 3 7 1 7	AXBYBZ	KISAPA	39	39.K.C 39.I.V 39.S.C 39.A.V 39.P.C 39.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kisaba	0	142
4057	Cashibo	ask (inquire)	ɲ u 'k a t i	ɲu'ka-ti	4 7 1 7 1 7	AXBYBZ	NYKATI	6	6.N.C 6.Y.V 6.K.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɲu'kati	0	135
4548	Catuquina	ask (inquire)	yo k a	yoka-	7 1 7	XBZ	YKA	7	7.Y.V 7.K.C 7.A.V	1.5 1.75 0.8	yoka	1	135
5115	Chacobo	ask (inquire)	n i k a	nika-	4 7 1 7	AXBZ	NIKA	9	9.N.C 9.I.V 9.K.C 9.A.V	2.0 1.5 1.75 0.8	nika	1	135
5905	ShipiboConibo	ask (inquire)	yo k a t i	yoka-ti	7 1 7 1 7	XBYBZ	YKATI	38	38.Y.V 38.K.C 38.A.V 38.T.C 38.I.V	1.5 1.75 1.3 1.75 0.8	yokati	1	135
5906	ShipiboConibo	ask (inquire)	p i r i k õ t a _ a t i	pirikõta_ati	1 7 5 7 1 7 1 7 9 7 1 7	AXBYBYBZ_XBZ	PIRIKUTA_ATI	38	38.P.C 38.I.V 38.R.C 38.I.V 38.K.C 38.U.V 38.T.C 38.A.V 38._._ 38.A.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 1.5 1.75 0.8	pirikõta_ati	0	144
