ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
2553	Yaminahua	baby	βakɨ-šta	βakɨ-šta	β a k ɨ ʃ t a	None	3242		β a k ɨ + ʃ t a	132
2554	Yaminahua	baby	yomɨ-šta	yomɨ-šta	j o m ɨ ʃ t a	None	3255		j o m ɨ + ʃ t a	133
2555	Yaminahua	baby	βakɨ yomɨ	βakɨ yomɨ	β a k ɨ j o m ɨ	None	3239		β a k ɨ + j o m ɨ	133
3533	Capanahua	baby	baquexo	baquexo	β a k ɨ ʂ o	None	3238		β a k ɨ + ʂ o	132
4553	Moseten	baby	xuih'ɲo	xuih'ɲo	x u i.h ɲ o	None	3285		x u i h ɲ o	138
4554	Movima	baby	tami-ɓa	tami-ɓa	t a m i ɓ a	None	2787		t a m i + ɓ a	139
5102	Matses	baby	bacuëmpi	bacuëmpi	b a kʷ ɨ m p i	None	3235		b a kʷ ɨ + m p i	132
5574	Sharanahua	baby	facu	facu	β a k ɨ	None	3231		β a k ɨ	132
6098	Sharanahua	baby	yomu	yomu	j u m ɨ	None	3253		j u m ɨ	133
6120	Kakataibo	baby	tuá	tuá	t ɯ a	None	1276		t ɯ - a	137
6617	Isconahua	baby	bakeheko	bakeheko	β a k ɨ h ɨ k o	None	3237		β a k ɨ + h ɨ k o	132
7660	Chipaya	baby	tutu	tutu	t u t u	None	3093		t u t u	135
8330	Cavinena	baby	nana	nana	n a n a	None	5700		n a n a	134
8854	Tacana	baby	yanana chidi	yanana chidi	j a n a n a tʃ i d i	None	3268		j a + n a n a + tʃ i d i	134
9161	Tsimane	baby	joijno’	joijno’	h o i.h n o.ʔ	None	3285		h o i h n o.ʔ	138
9453	Chacobo	baby	baquë-pistia	baquë-pistia	β a k ɨ p i s t i a	None	3241		β a k ɨ + p i s t i a	132
10014	Araona	baby	ezoe	ezoe	ɽ o e	None	3225		ɽ o e	131
136	EseEjja	back	e-hakaxa	e-hakaxa	h a k a x a	None	3016		h a + k a + h a	143
659	HuarayoEseEjja	back	e-daa-sa	e-daa-sa	d aa s a	None	4360		d a a + s a ( - - ) -	142
1062	Cashibo	back	kaṣ̌o	kaṣ̌o	k a ʂ o	None	1871		k a + ʂ o	140
1499	Catuquina	back	pɨmana	pɨmana	p ɨ m a n a	None	3184		p ɨ + m a + n a	141
1993	ShipiboConibo	back	pɨka	pɨka	p ɨ k a	None	3179		p ɨ + k a	141
1994	ShipiboConibo	back	kaṣ̌o	kaṣ̌o	k a ʂ o	None	1871		k a + ʂ o	140
1995	ShipiboConibo	back	pɨ-	pɨ-	p ɨ	None	3168		p ɨ	141
2619	Yaminahua	back	piči	piči	p i tʃ i	None	4258		p i + tʃ i	141
3289	Amahuaca	back	catú	catú	k a t ɨ	None	1868		k a + t ɨ	140
3855	Capanahua	back	peca, pexo, cahté	peca	p ɨ k a	None	3179		p ɨ + k a	141
3856	Capanahua	back	peca, pexo, cahté	pexo	p ɨ ʂ o	None	3182		p ɨ + ʂ o	141
3857	Capanahua	back	peca, pexo, cahté	cahté	k a ʔ t ɨ	None	3499		k a ʔ + t ɨ	140
4172	Moseten	back	mœrehri'ka	mœrehri'ka	m ɨ r e.h r i k a	None	4256		m ɨ + r e.h r i + k a	144
4173	Movima	back	ɗuɗu-kʷa	ɗuɗu-kʷa	ɗ u ɗ u kʷ a	None	4367		ɗ u ɗ u + kʷ a	145
5575	Sharanahua	back	catu	catu	k a t ɨ	None	1868		k a + t ɨ	140
5576	Sharanahua	back	puminti	puminti	p ɨ m i n t i	None	3181		p ɨ + m i n t i	141
6121	Kakataibo	back	kaxu	kaxu	k a ʂ ɯ	None	1871		k a + ʂ ɯ	140
6618	Isconahua	back	kate	kate	k a t ɨ	None	1868		k a + t ɨ	140
6619	Isconahua	back	pechi	pechi	p ɨ tʃ i	None	3180		p ɨ + tʃ i	141
7067	Matses	back	caʈʂo	caʈʂo	k a ʈʂ o	None	1870		k a + ʈʂ o	140
7589	Chipaya	back	taj, taja	taj	t a x	None	3511		t a x -	142
7590	Chipaya	back	taj, taja	taja	t a x a	None	3511		t a x a	142
8005	Cavinena	back	-bebakwa, -tibu	-bebakwa	b e b a kʷ a	None	4257		b e + b a kʷ a	141
8006	Cavinena	back	-bebakwa, -tibu	-tibu	t i b u	None	4358		t i b u	140
8498	Tacana	back	bishi, yarapa	bishi	b i ʃ i	None	4259		b i + ʃ i	141
8499	Tacana	back	bishi, yarapa	yarapa	j a ɾ a p a	None	3528		j a ɾ a p a	146
9196	Tsimane	back	murujru	murujru	m ɨ r ɨ.h r ɨ	None	4256		m ɨ + r ɨ.h r ɨ	144
9511	Chacobo	back	catë	catë	k a t ɨ	None	1868		k a + t ɨ	140
9916	Araona	back	bebacua	bebacua	b e b a kʷ a	None	4257		b e + b a kʷ a	141
10216	Kaxarari	back	ˈkatapu	ˈkatapu	k a t a p u	None	1861		k a + t a - p u -	140
512	EseEjja	bad	kea-mase	kea-mase	k e a m a s e	None	3398		k e a + m a s e	147
513	EseEjja	bad	kea-šoʔitai	kea-šoʔitai	k e a ʃ o ʔ i t a i	None	3399		k e a + ʃ o ʔ i t a i	152
936	HuarayoEseEjja	bad	kia-tai	kia-tai	k i a t a i	None	3760		k i a + t a i	152
1362	Cashibo	bad	ʔaisama	ʔaisama	ʔ a i s a m a	None	3583		ʔ a i s a + m a	147
1819	Catuquina	bad	ičṣ̌a-pa	ičṣ̌a-pa	i ʃ tʃ a p a	None	3588		i ʃ tʃ a + p a	149
2450	ShipiboConibo	bad	-koma	-koma	k o m a	None	3590		k o + m a	147
2451	ShipiboConibo	bad	hakoma	hakoma	h a k o m a	None	3563		h a k o + m a	147
2452	ShipiboConibo	bad	mɨčo	mɨčo	m ɨ tʃ o	None	3750		m ɨ tʃ o	153
2982	Yaminahua	bad	čaka	čaka	tʃ a k a	None	3774		tʃ a k a	149
3290	Amahuaca	bad	híromá	híromá	ʔ í/i r o m á/a	None	3571		ʔ í/i r o + m á/a	147
4030	Capanahua	bad	tiroma	tiroma	t i r o m a	None	3571		t i r o + m a	147
4174	Moseten	bad	ham 'hemdsi	ham 'hemdsi	h a m h e m d s i	None	5135		h a m + h e m d s i	155
4175	Movima	bad	um̉-ɓe	um̉-ɓe	u t ʔⁿ ɓ e	None	3797		u t ʔⁿ + ɓ e	156
5103	Matses	bad	icsa	icsa	i k s a	None	3781		i k s a	154
5577	Sharanahua	bad	chaca	chaca	tʃ a k a	None	3774		tʃ a k a	149
6981	Kakataibo	bad	'aisama uni	'aisama uni	ʔ a i s a m a ɯ n i	None	3584		ʔ a i s a + m a + ɯ n i	147
7512	Chipaya	bad	phiru	phiru	pʰ i r u	None	3589		pʰ i r u	151
7769	Isconahua	bad	micha	micha	m i tʃ a	None	3750		m i tʃ a	153
8446	Cavinena	bad	yuama	yuama	j u a m a	None	3585		j u a + m a	150
8714	Tacana	bad	madhada	madhada	m a ð a d a	None	2159		m a ð a + d a	153
8907	Tsimane	bad	a’ćhity	a’ćhity	a ʔ tʃʰ i tʲ	None	3434		a ʔ - tʃʰ i + tʲ	157
9436	Chacobo	bad	anoma	anoma	a n o m a	None	3586		a n o + m a	147
9849	Araona	bad	-shili	-shili	ʃ i l i	None	3744		ʃ i l i	148
284	EseEjja	bark	e'he	e'he	h e	None	1242		h e ( - - )	162
774	HuarayoEseEjja	bark	e-hee	e-hee	h e.e	None	1242		h e.e ( - - )	162
1198	Cashibo	bark	ṣ̌a'ka	ṣ̌a'ka	ʂ a k a	None	4228		ʂ a k a	160
1634	Catuquina	bark	hiwi šaka	hiwi šaka	h i w i ʂ a k a	None	4912		h i w i + ʂ a k a	160
2175	ShipiboConibo	bark	βiči	βiči	β i tʃ i	None	3880		β i tʃ i	159
2176	ShipiboConibo	bark	ṣ̌aka	ṣ̌aka	ʂ a k a	None	4228		ʂ a k a	160
2769	Yaminahua	bark	iβi βiči	iβi βiči	i β i β i tʃ i	None	4910		- i β i + β i tʃ i	159
3229	Amahuaca	bark	ráxvii	ráxvii	r á/a ʂ β i i	None	3870		r á/a ʂ β i i	158
4059	Capanahua	bark	xacá, rahbi	xacá	ʂ a k a	None	4228		ʂ a k a	160
4060	Capanahua	bark	xacá, rahbi	rahbi	r a ʔ β i	None	41		r a ʔ + β i - -	158
4176	Moseten	bark	'šoʔpaʔ	'šoʔpaʔ	ʃ o.ʔ p a.ʔ	None	3886		ʃ o.ʔ p a.ʔ	161
4177	Moseten	bark	šu'páʔ	šu'páʔ	ʃ u p a.ʔ	None	3886		ʃ u p a.ʔ	161
4178	Movima	bark	to-ɓen̉-kʷa	to-ɓen̉-kʷa	t o ɓ e p ʔⁿ kʷ a	None	3897		t o + ɓ e p ʔⁿ + kʷ a	163
5104	Matses	bark	bitsi	bitsi	b i ts i	None	3880		b i ts i	159
5578	Sharanahua	bark	ihui fichi	ihui fichi	i w i β i tʃ i	None	4910		- i w i + β i tʃ i	159
7346	Chipaya	bark	chhajpi	chhajpi	tʃʰ a x p i	None	3888		tʃʰ a x p i	161
8008	Cavinena	bark	-biti	-biti	b i t i	None	3880		b i t i	159
8568	Tacana	bark	e-biti	e-biti	b i t i	None	3880		b i t i	159
9860	Araona	bark	acuibiqui	acuibiqui	kʷ i b i k i	None	1268		kʷ i + b i k i	159
312	EseEjja	basket	xeepi	xeepi	x e.e p i	None	1687		x e.e p i	165
313	EseEjja	basket	eha	eha	h a	None	3845		h a - -	166
314	EseEjja	basket	ɓexepi	ɓexepi	ɓ e x e p i	None	4251		ɓ e + x e p i	165
793	HuarayoEseEjja	basket	e-šaha	e-šaha	ʃ a h a	None	1691		ʃ a h a	166
1219	Cashibo	basket	ka'kã	ka'kã	k a k ã	None	3954		k a k ã -	164
1220	Cashibo	basket	ta'sa	ta'sa	t a s a	None	3958		t a s a	166
1657	Catuquina	basket	koki	koki	k o k i	None	3954		k o k i -	164
2208	ShipiboConibo	basket	tasa	tasa	t a s a	None	3958		t a s a	166
2209	ShipiboConibo	basket	naβiro	naβiro	n a β i r o	None	3989		n a β i r o	174
2796	Yaminahua	basket	βɨ̃ta	βɨ̃ta	β ɨ̃ t a	None	3964		β ɨ̃ t a	173
2797	Yaminahua	basket	šiβa-ti	šiβa-ti	ʃ i β a t i	None	3965		ʃ i β a + t i	170
2798	Yaminahua	basket	ɨpɨ-a-ti	ɨpɨ-a-ti	ɨ p ɨ a t i	None	3957		ɨ p ɨ + a + t i	170
3395	Amahuaca	basket	cácan	cácan	k á/a k a n	None	3954		k á/a k a n	164
4001	Capanahua	basket	tasá	tasá	t a s a	None	3958		t a s a	166
4179	Movima	basket	sam-res-mo	sam-res-mo	s a m r e s m o	None	3971		s a m + r e s + m o	169
5532	Matses	basket	tsitsan	tsitsan	ts i ts a n	None	3968		ts i ts a n	164
6080	Sharanahua	basket	pishin shihuati	pishin shihuati	p i ʃ i n ʃ i w a t i	None	1685		p i ʃ i n + ʃ i w a + t i	170
6081	Sharanahua	basket	shihuati	shihuati	ʃ i w a t i	None	3965		ʃ i w a + t i	170
6122	Kakataibo	basket	kakan	kakan	k a k a n	None	3954		k a k a n	164
6123	Kakataibo	basket	kaki	kaki	k a k i	None	3954		k a k i -	164
6124	Kakataibo	basket	pëkú	pëkú	p ɨ k ɯ	None	1686		p ɨ k ɯ	164
6620	Isconahua	basket	chichakapi	chichakapi	tʃ i tʃ a k a p i	None	3968		tʃ i tʃ a - + k a p i	168
6621	Isconahua	basket	kankan	kankan	k a n.k a n	None	3954		k a n.k a n	164
7708	Chipaya	basket	zhepa	zhepa	ʐ e p a	None	1683		ʐ e p a	165
8238	Cavinena	basket	jiti	jiti	h i t i	None	1692		h i t i	167
8540	Tacana	basket	d’ujuju	d’ujuju	ɽ u h u h u	None	1690		ɽ u h u h u	171
9116	Tsimane	basket	jasaye, úbu’	jasaye	h a s a j e	None	3986		h a s a j e	172
9117	Tsimane	basket	jasaye, úbu’	úbu’	ɨ̃ b ɨ.ʔ	None	3957		ɨ̃ b ɨ.ʔ	165
9531	Chacobo	basket	chichama	chichama	tʃ i tʃ a m a	None	3968		tʃ i tʃ a - + m a	168
9941	Araona	basket	cuaba	cuaba	kʷ a b a	None	1688		kʷ a b a	165
94	EseEjja	bat	ɓiɲa	ɓiɲa	ɓ i ɲ a	None	4126		ɓ i ɲ a	176
629	HuarayoEseEjja	bat	biɲa	biɲa	b i ɲ a	None	4126		b i ɲ a	176
1025	Cashibo	bat	kašã	kašã	k a ʃ ã	None	4125		k a ʃ ã ( - - )	175
1026	Cashibo	bat	kãša	kãša	k ã ʃ a	None	4125		k ã ʃ a ( - - )	175
1468	Catuquina	bat	kãči	kãči	k ã ʃ i	None	4125		k ã ʃ i ( - - )	175
1952	ShipiboConibo	bat	kaši	kaši	k a ʃ i	None	4125		k a ʃ i ( - - )	175
2582	Yaminahua	bat	kaši	kaši	k a ʃ i	None	4125		k a ʃ i ( - - )	175
3459	Amahuaca	bat	cashí	cashí	k a ʃ í/i	None	4125		k a ʃ í/i ( - - )	175
3596	Capanahua	bat	cashi	cashi	k a ʃ i	None	4125		k a ʃ i ( - - )	175
4180	Moseten	bat	c̷i'ɲiʔ	c̷i'ɲiʔ	ts i ɲ i.ʔ	None	4141		ts i ɲ i.ʔ	178
4181	Movima	bat	ɓosin̉	ɓosin̉	ɓ o s i p ʔⁿ	None	4134		ɓ o s i p - ʔⁿ	179
5105	Matses	bat	cuesban	cuesban	kʷ e s b a n	None	4138		kʷ e s b a n	175
5993	Sharanahua	bat	cashi	cashi	k a ʃ i	None	4125		k a ʃ i ( - - )	175
5994	Sharanahua	bat	icanaifo	icanaifo	i k a n a i β u	None	4142		i k a n a i β u	180
6125	Kakataibo	bat	kashi	kashi	k a ʃ i	None	4125		k a ʃ i ( - - )	175
6622	Isconahua	bat	nawa kashi	nawa kashi	n a w a k a ʃ i	None	4135		n a w a + k a ʃ i ( - - )	175
7494	Chipaya	bat	p’aspa	p’aspa	pˀ a s p a	None	2550		pˀ a s - p a -	177
8108	Cavinena	bat	bina	bina	b i n a	None	4126		b i n a	176
8496	Tacana	bat	bina	bina	b i n a	None	4126		b i n a	176
9355	Tsimane	bat	tsiñi’	tsiñi’	ts i ɲ i.ʔ	None	4141		ts i ɲ i.ʔ	178
9509	Chacobo	bat	cashi	cashi	k a ʃ i	None	4125		k a ʃ i ( - - )	175
9930	Araona	bat	biña	biña	b i ɲ a	None	4126		b i ɲ a	176
10217	Kaxarari	bat	kaʃiˈwa	kaʃiˈwa	k a ʃ i w a	None	4125		k a ʃ i ( w a )	175
208	EseEjja	bathe	šeweša-	šeweša-	ʃ e w e ʃ a	None	4211		ʃ e w e + - - ʃ a	183
711	HuarayoEseEjja	bathe	ša-kwe	ša-kwe	ʃ a	None	4199		- - ʃ a	181
1117	Cashibo	bathe	naši-ti	naši-ti	n a ʃ i t i	None	4199		n a ʃ i + t i	181
1561	Catuquina	bathe	nači-	nači-	n a ʃ i	None	4199		n a ʃ i	181
2083	ShipiboConibo	bathe	našima-ti	našima-ti	n a ʃ i m a t i	None	4200		n a ʃ i + m a + t i	181
2084	ShipiboConibo	bathe	naši-ti	naši-ti	n a ʃ i t i	None	4199		n a ʃ i + t i	181
2685	Yaminahua	bathe	naši-kĩ	naši-kĩ	n a ʃ i k ĩ	None	4199		n a ʃ i + - k ĩ	181
3048	Amahuaca	bathe	náxihí	náxihí	n á/a ʂ i	None	4199		n á/a ʂ i	181
3799	Capanahua	bathe	nashihi	nashihi	n a ʃ i ʔ i	None	4199		n a ʃ i + ʔ i	181
4182	Moseten	bathe	'yœih	'yœih	j ɨ i.h	None	4203		j ɨ i h	185
4183	Movima	bathe	ɬam̉-ɬam̉	ɬam̉-ɬam̉	ɬ a t ʔⁿ ɬ a t ʔⁿ	None	4212		ɬ a t ʔⁿ + ɬ a t ʔⁿ	186
5106	Matses	bathe	nes	nes	n e s	None	4199		n e s -	181
6126	Kakataibo	bathe	nashi	nashi	n a ʃ i	None	4199		n a ʃ i	181
7158	Sharanahua	bathe	nashi	nashi	n a ʃ i	None	4199		n a ʃ i	181
7586	Chipaya	bathe	t’ajun-z, aju-z	t’ajun-z	tˀ a x u n	None	1072		tˀ a x u n	182
7587	Chipaya	bathe	t’ajun-z, aju-z	aju-z	a x u	None	1679		a x u -	182
7758	Isconahua	bathe	choki	choki	tʃ o k i	None	4204		tʃ o k i	184
8333	Cavinena	bathe	nawi	nawi	n a w i	None	4199		n a w i	181
9066	Tsimane	bathe	dyuij	dyuij	dʲ ɨ i.h	None	4203		dʲ ɨ i h	185
9438	Chacobo	bathe	ashihaina	ashihaina	a ʃ i	None	4199		- a ʃ i	181
10120	Araona	bathe	nahui	nahui	n a w i	None	4199		n a w i	181
209	EseEjja	be born	kʷaya-	kʷaya-	kʷ a j a	None	4288		kʷ a j a	188
712	HuarayoEseEjja	be born	kwaya-kwe	kwaya-kwe	kʷ a j a	None	4288		kʷ a j a	188
1562	Catuquina	be born	pakɨ-t-	pakɨ-t-	p a k ɨ t	None	4295		p a k ɨ + t	189
2085	ShipiboConibo	be born	pikoti	pikoti	p i k o t i	None	1077		p i k o + t i	189
2686	Yaminahua	be born	kãi-kĩ	kãi-kĩ	k ãi k ĩ	None	4289		k ãi - - + - k ĩ	188
3586	Capanahua	be born	caini	caini	k ai.n i	None	4042		k ai.n - - + - i	188
4222	Moseten	be born	na'ʔih	na'ʔih	n a.ʔ i.h	None	4309		n a.ʔ i h	191
4223	Movima	be born	tami-ɬe	tami-ɬe	t a m i ɬ e	None	4310		t a m i + ɬ e	192
5579	Sharanahua	be born	cain	cain	k ai.n	None	4042		k ai.n - -	188
7472	Chipaya	be born	mat-z, nas-z	mat-z	m a t	None	4036		m a t	190
7473	Chipaya	be born	mat-z, nas-z	nas-z	n a s	None	1073		n a s	193
8296	Cavinena	be born	kwinana	kwinana	kʷ i n a n a	None	4288		kʷ i n a + n a	188
8529	Tacana	be born	cuina	cuina	kʷ i n a	None	4288		kʷ i n a	188
9197	Tsimane	be born	na’eja’	na’eja’	n a.ʔ e.h a.ʔ	None	4309		n a.ʔ e h a.ʔ	191
9546	Chacobo	be born	cohaina	cohaina	k o	None	4288		k o - -	188
10053	Araona	be born	jaidyaohue	jaidyaohue	h a i dʲ a o w e	None	4280		h a i dʲ a o + w e	187
950	HuarayoEseEjja	be silent	xamaya	xamaya	x a m a j a	None	4394		x a m a j a	198
1376	Cashibo	be silent	nɨ'tɨ-ti	nɨ'tɨ-ti	n ɨ t ɨ t i	None	1820		n ɨ t ɨ + t i	195
1839	Catuquina	be silent	βana-ma	βana-ma	β a n a m a	None	5384		β a n a + m a	194
2481	ShipiboConibo	be silent	nɨtɨti	nɨtɨti	n ɨ t ɨ t i	None	1820		n ɨ t ɨ + t i	195
3002	Yaminahua	be silent	tooṣ̌iki-ma	tooṣ̌iki-ma	t o o ʂ i k i m a	None	4407		t o o ʂ i k i + m a	197
3003	Yaminahua	be silent	βama-kĩ	βama-kĩ	β a m a k ĩ	None	2985		β a m a + - k ĩ	194
3004	Yaminahua	be silent	oino-ma	oino-ma	o i n o m a	None	4401		o i n o + m a	194
3033	Amahuaca	be silent	níshmaahí	níshmaahí	n í/i ʃ m a	None	4368		n í/i ʃ m a	194
3807	Capanahua	be silent	neteti, comocoqueti	neteti	n ɨ t ɨ t i	None	1820		n ɨ t ɨ + t i	195
3808	Capanahua	be silent	neteti, comocoqueti	comocoqueti	k o m o k o k ɨ t i	None	4410		k o m o k o k ɨ + t i	200
4859	Moseten	be silent	tču-tču-ih	tču-tču-ih	tʃ u tʃ u i.h	None	4381		tʃ u + tʃ u + i h	195
4860	Movima	be silent	way-as-ɬe	way-as-ɬe	w a j a s ɬ e	None	4404		w a j + a s + ɬ e	199
5107	Matses	be silent	ënëd	ënëd	ɨ n ɨ d	None	2988		ɨ n ɨ d	195
5580	Sharanahua	be silent	pusiquima	pusiquima	p ɨ s i k i m a	None	1551		p ɨ s i + k i + m a	197
6127	Kakataibo	be silent	nëtë́ti	nëtë́ti	n ɨ t ɨ t i	None	1820		n ɨ t ɨ + t i	195
7329	Chipaya	be silent	ch’uj-z	ch’uj-z	tʃˀ u x	None	2986		tʃˀ u x	195
8048	Cavinena	be silent	abakatana	abakatana	a b a k a t a n a	None	4393		a b a k a t a + n a	196
8722	Tacana	be silent	mi-tana	mi-tana	m i t a n a	None	2989		m i + t a n a	196
9007	Tsimane	be silent	ćhu’ćhuij, cam’	ćhu’ćhuij	tʃʰ ɨ.ʔ tʃʰ ɨ i.h	None	4381		tʃʰ ɨ.ʔ + tʃʰ ɨ + i h	195
9008	Tsimane	be silent	ćhu’ćhuij, cam’	cam’	k a m.ʔ	None	4394		k a m.ʔ - - -	201
9723	Chacobo	be silent	pasihaina	pasihaina	p a s i	None	2990		p a s i	197
129	EseEjja	beard	e-kʷe-kʷe	e-kʷe-kʷe	kʷ e kʷ e	None	4859		kʷ e + kʷ e	203
652	HuarayoEseEjja	beard	e-kwaša	e-kwaša	kʷ a ʃ a	None	4965		kʷ a + ʃ a	203
1055	Cashibo	beard	kʷɨni	kʷɨni	kʷ ɨ n i	None	4857		kʷ ɨ + ( - ) n i	202
1492	Catuquina	beard	kɨni	kɨni	k ɨ n i	None	4857		k ɨ + ( - ) n i	202
1984	ShipiboConibo	beard	kɨ-ni	kɨ-ni	k ɨ n i	None	4857		k ɨ + ( - ) n i	202
1985	ShipiboConibo	beard	kɨspo	kɨspo	k ɨ s p o	None	4853		k ɨ + s p o	205
1986	ShipiboConibo	beard	kɨni-kɨni	kɨni-kɨni	k ɨ n i k ɨ n i	None	4858		k ɨ + ( - ) n i + k ɨ + ( - ) n i	202
2612	Yaminahua	beard	kɨṣ̌tɨ	kɨṣ̌tɨ	k ɨ ʂ t ɨ	None	4870		k ɨ + ʂ t ɨ	205
3121	Amahuaca	beard	cuní	cuní	k ɨ n í/i	None	4857		k ɨ + ( - ) n í/i	202
3915	Capanahua	beard	queni, corani, tepán	queni	k ɨ n i	None	4857		k ɨ + ( - ) n i	202
3916	Capanahua	beard	queni, corani, tepán	corani	k o r a n i	None	4983		k o ( - ) + r a + ( - ) n i	202
3917	Capanahua	beard	queni, corani, tepán	tepán	t ɨ p a n	None	5515		t ɨ p a n	208
4184	Moseten	beard	yæ'tis	yæ'tis	j ə t i s	None	4492		j ə t i + s	206
4185	Movima	beard	čuska-mora	čuska-mora	tʃ u s k a m o r a	None	4495		tʃ u s k a + m o r a	207
5108	Matses	beard	cuibu	cuibu	kʷ i b u	None	4871		kʷ i + b u	205
5109	Matses	beard	tambu	tambu	t a m b u	None	4505		t a m b u	209
5581	Sharanahua	beard	cushni	cushni	k ɨ ʃ n i	None	4857		k ɨ + ( ʃ ) n i	202
6128	Kakataibo	beard	kwëni	kwëni	kʷ ɨ n i	None	4857		kʷ ɨ + ( - ) n i	202
6129	Kakataibo	beard	tëkua	tëkua	t ɨ kʷ a	None	5514		t ɨ kʷ a	208
6623	Isconahua	beard	koirani	koirani	k o i ɾ a n i	None	4267		k o i + ɾ a + ( - ) n i	202
7732	Chipaya	beard	zipz, zipza	zipz	z i p z	None	4485		z i p z -	204
7733	Chipaya	beard	zipz, zipza	zipza	z i p z a	None	4485		z i p z a	204
8292	Cavinena	beard	kwesa	kwesa	kʷ e s a	None	4849		kʷ e + s a ( - - ) -	203
8764	Tacana	beard	quedha	quedha	k e ð a	None	4850		k e + ð a	203
9416	Tsimane	beard	yätis, im’	yätis	j ə t i s	None	4492		j ə t i + s	206
9417	Tsimane	beard	yätis, im’	im’	i m.ʔ	None	4506		i m.ʔ	210
9749	Chacobo	beard	quëni	quëni	k ɨ n i	None	4857		k ɨ + ( - ) n i	202
9956	Araona	beard	cuesa	cuesa	kʷ e s a	None	4849		kʷ e + s a ( - - ) -	203
1366	Cashibo	because	raβanã	raβanã	r a β a n ã	None	4598		r a β a n ã	214
1824	Catuquina	because	-tošõ	-tošõ	t o ʂ õ	None	4600		t o ʂ õ	215
2457	ShipiboConibo	because	kopi	kopi	k o p i	None	4612		k o p i	218
2988	Yaminahua	because	mãi	mãi	m ã i	None	4610		m ã i	219
3217	Amahuaca	because	cuzánon	cuzánon	k ɨ s á/a n o n	None	3654		k ɨ s á/a + n o n	211
3912	Capanahua	because	quen, copi	quen	k ɨ n	None	4588		k ɨ - - n	213
3913	Capanahua	because	quen, copi	copi	k o p i	None	4612		k o p i	218
4186	Moseten	because	ka'kaiɲ	ka'kaiɲ	k a k ai ɲ	None	4588		k a k ai ɲ	217
4187	Movima	because	ɓo	ɓo	ɓ o	None	1718		ɓ o	212
8058	Cavinena	because	akere, amere	akere	a k e r e	None	1722		a k e r e	216
8059	Cavinena	because	akere, amere	amere	a m e r e	None	1725		a m e r e	216
8763	Tacana	because	putsu	putsu	p u ts u	None	4589		p u ts u	212
9580	Chacobo	because	iqui tsi	iqui tsi	i k i ts i	None	2966		i k i + ts i	216
9915	Araona	because	batso	batso	b a ts o	None	4589		b a ts o	212
3984	Capanahua	become angry	sinati	sinati	s i n a t i	None	29		s i n a + t i	221
7015	Kakataibo	become angry	nishti	nishti	n i ʃ t i	None	4655		n i ʃ + t i	221
7095	Matses	become angry	nëish	nëish	n ɨi ʃ	None	4654		n ɨi ʃ	221
7177	Sharanahua	become angry	sinai	sinai	s i n a i	None	29		s i n a + - i	221
7257	Chipaya	become angry	traju-z, zhaju-z	traju-z	ʈʂ a x u	None	2797		ʈʂ a x u	223
7258	Chipaya	become angry	traju-z, zhaju-z	zhaju-z	ʐ a x u	None	2797		ʐ a x u	223
7781	Isconahua	become angry	weni weni ik	weni weni ik	w ɨ n i w ɨ n i i k	None	4662		w ɨ n i + w ɨ n i + i k	224
7830	Tacana	become angry	duinini	duinini	d u i n i n i	None	4671		d u i n i n i	225
7888	Chacobo	become angry	caxahaina	caxahaina	k a ʂ a	None	4661		k a ʂ a	222
7997	Araona	become angry	zaiqui	zaiqui	ɽ a i k i	None	4652		ɽ a i + k i	220
8267	Cavinena	become angry	kawaiti	kawaiti	k a w ai t i	None	4656		k a w ai t i	222
9073	Tsimane	become angry	fácoij	fácoij	f ã k o i.h	None	4673		f ã k o + i h	223
105	EseEjja	bee	wini	wini	w i n i	None	4315		w i n i	228
106	EseEjja	bee	meme	meme	m e m e	None	4755		m e m e	235
639	HuarayoEseEjja	bee	wini	wini	w i n i	None	4315		w i n i	228
1036	Cashibo	bee	βina	βina	β i n a	None	4474		β i n a	228
1037	Cashibo	bee	ni'šaβu	ni'šaβu	n i ʃ a β u	None	4010		n i ʃ a β u	233
1478	Catuquina	bee	šara	šara	ʂ a r a	None	4317		ʂ a r a	229
1965	ShipiboConibo	bee	βona	βona	β o n a	None	4311		β o n a	228
1966	ShipiboConibo	bee	ṣ̌ara	ṣ̌ara	ʂ a r a	None	4317		ʂ a r a	229
2592	Yaminahua	bee	ṣ̌ara βina	ṣ̌ara βina	ʂ a r a β i n a	None	4319		ʂ a r a + β i n a	228
3112	Amahuaca	bee	máno, shára	máno	m á/a n o	None	4017		m á/a n o ( - )	226
3113	Amahuaca	bee	máno, shára	shára	ʃ á/a r a	None	4317		ʃ á/a r a	229
3747	Capanahua	bee	mano, bona	mano	m a n o	None	4017		m a n o ( - )	226
3748	Capanahua	bee	mano, bona	bona	β o n a	None	4311		β o n a	228
4188	Moseten	bee	ku'ruma	ku'ruma	k u r u m a	None	4777		k u r u m a	231
4189	Movima	bee	čuiɗi	čuiɗi	tʃ u i ɗ i	None	4778		tʃ u i ɗ i	232
5110	Matses	bee	manua	manua	m a n u a	None	4017		m a n u ( a )	226
6130	Kakataibo	bee	buña	buña	β̞ ɯ ɲ a	None	4755		β̞ ɯ ɲ a	228
